'2019-12-18 14:37:26,976-INFO-3148-build_bid-19-session级别前置build_bid开始...'
'2019-12-18 14:37:40,158-INFO-3148-get_ele-69-获取输入职业元素，耗时0.019001245498657227...'
'2019-12-18 14:37:40,241-INFO-3148-input_text-88-获取输入职业元素，耗时0.10500597953796387...'
'2019-12-18 14:37:40,241-INFO-3148-input_text-73-输入年龄输入文字18开始...'
'2019-12-18 14:37:40,245-INFO-3148-wait_until_visible-38-等待输入年龄元素可见，耗时0.0...'
'2019-12-18 14:37:40,245-INFO-3148-get_ele-56-获取元素输入年龄开始...'
'2019-12-18 14:37:40,262-INFO-3148-get_ele-69-获取输入年龄元素，耗时0.01700115203857422...'
'2019-12-18 14:37:40,350-INFO-3148-input_text-88-获取输入年龄元素，耗时0.10900616645812988...'
'2019-12-18 14:37:40,350-INFO-3148-ele_click-91-点击元素提交新建标的开始...'
'2019-12-18 14:37:40,353-INFO-3148-wait_until_visible-38-等待提交新建标的元素可见，耗时0.0...'
'2019-12-18 14:37:40,353-INFO-3148-get_ele-56-获取元素提交新建标的开始...'
'2019-12-18 14:37:40,373-INFO-3148-get_ele-69-获取提交新建标的元素，耗时0.019001245498657227...'
'2019-12-18 14:37:40,483-INFO-3148-ele_click-106-点击提交新建标的元素，耗时0.13300752639770508...'
'2019-12-18 14:37:42,483-INFO-3148-ele_click-91-点击元素点击最新一条标的开始...'
'2019-12-18 14:37:42,486-INFO-3148-wait_until_visible-38-等待点击最新一条标的元素可见，耗时0.0...'
'2019-12-18 14:37:42,486-INFO-3148-get_ele-56-获取元素点击最新一条标的开始...'
'2019-12-18 14:37:42,508-INFO-3148-get_ele-69-获取点击最新一条标的元素，耗时0.022001028060913086...'
'2019-12-18 14:37:42,636-INFO-3148-ele_click-106-点击点击最新一条标的元素，耗时0.15300893783569336...'
'2019-12-18 14:37:42,636-INFO-3148-ele_click-91-点击元素点击审核开始...'
'2019-12-18 14:37:42,639-INFO-3148-wait_until_visible-38-等待点击审核元素可见，耗时0.0...'
'2019-12-18 14:37:42,640-INFO-3148-get_ele-56-获取元素点击审核开始...'
'2019-12-18 14:37:42,660-INFO-3148-get_ele-69-获取点击审核元素，耗时0.02000141143798828...'
'2019-12-18 14:37:42,789-INFO-3148-ele_click-106-点击点击审核元素，耗时0.15300869941711426...'
'2019-12-18 14:37:42,789-INFO-3148-ele_click-91-点击元素审核通过开始...'
'2019-12-18 14:37:42,792-INFO-3148-wait_until_visible-38-等待审核通过元素可见，耗时0.0...'
'2019-12-18 14:37:42,792-INFO-3148-get_ele-56-获取元素审核通过开始...'
'2019-12-18 14:37:43,332-INFO-3148-get_ele-69-获取审核通过元素，耗时0.5390307903289795...'
'2019-12-18 14:37:43,477-INFO-3148-ele_click-106-点击审核通过元素，耗时0.6880393028259277...'
'2019-12-18 14:37:45,477-INFO-3148-ele_click-91-点击元素点击最新一条标的开始...'
'2019-12-18 14:37:45,480-INFO-3148-wait_until_visible-38-等待点击最新一条标的元素可见，耗时0.0...'
'2019-12-18 14:37:45,480-INFO-3148-get_ele-56-获取元素点击最新一条标的开始...'
'2019-12-18 14:37:45,497-INFO-3148-get_ele-69-获取点击最新一条标的元素，耗时0.017000913619995117...'
'2019-12-18 14:37:45,636-INFO-3148-ele_click-106-点击点击最新一条标的元素，耗时0.15900921821594238...'
'2019-12-18 14:37:45,637-INFO-3148-ele_click-91-点击元素点击审核开始...'
'2019-12-18 14:37:45,640-INFO-3148-wait_until_visible-38-等待点击审核元素可见，耗时0.0...'
'2019-12-18 14:37:45,640-INFO-3148-get_ele-56-获取元素点击审核开始...'
'2019-12-18 14:37:45,659-INFO-3148-get_ele-69-获取点击审核元素，耗时0.019001007080078125...'
'2019-12-18 14:37:45,821-INFO-3148-ele_click-106-点击点击审核元素，耗时0.18401050567626953...'
'2019-12-18 14:37:45,821-INFO-3148-ele_click-91-点击元素审核通过开始...'
'2019-12-18 14:37:45,824-INFO-3148-wait_until_visible-38-等待审核通过元素可见，耗时0.0...'
'2019-12-18 14:37:45,824-INFO-3148-get_ele-56-获取元素审核通过开始...'
'2019-12-18 14:37:46,392-INFO-3148-get_ele-69-获取审核通过元素，耗时0.5670325756072998...'
'2019-12-18 14:37:46,544-INFO-3148-ele_click-106-点击审核通过元素，耗时0.723041296005249...'
'2019-12-18 14:37:48,544-INFO-3148-ele_click-91-点击元素点击最新一条标的开始...'
'2019-12-18 14:37:48,547-INFO-3148-wait_until_visible-38-等待点击最新一条标的元素可见，耗时0.0...'
'2019-12-18 14:37:48,547-INFO-3148-get_ele-56-获取元素点击最新一条标的开始...'
'2019-12-18 14:37:48,564-INFO-3148-get_ele-69-获取点击最新一条标的元素，耗时0.017000913619995117...'
'2019-12-18 14:37:48,703-INFO-3148-ele_click-106-点击点击最新一条标的元素，耗时0.15900897979736328...'
'2019-12-18 14:37:48,703-INFO-3148-ele_click-91-点击元素点击审核开始...'
'2019-12-18 14:37:48,706-INFO-3148-wait_until_visible-38-等待点击审核元素可见，耗时0.0...'
'2019-12-18 14:37:48,706-INFO-3148-get_ele-56-获取元素点击审核开始...'
'2019-12-18 14:37:48,726-INFO-3148-get_ele-69-获取点击审核元素，耗时0.02000117301940918...'
'2019-12-18 14:37:48,890-INFO-3148-ele_click-106-点击点击审核元素，耗时0.1870105266571045...'
'2019-12-18 14:37:48,890-INFO-3148-ele_click-91-点击元素审核通过开始...'
'2019-12-18 14:37:48,894-INFO-3148-wait_until_visible-38-等待审核通过元素可见，耗时0.0...'
'2019-12-18 14:37:48,894-INFO-3148-get_ele-56-获取元素审核通过开始...'
'2019-12-18 14:37:49,461-INFO-3148-get_ele-69-获取审核通过元素，耗时0.5670323371887207...'
'2019-12-18 14:37:49,590-INFO-3148-ele_click-106-点击审核通过元素，耗时0.7000401020050049...'
'2019-12-18 14:37:52,502-INFO-3148-init_driver-16-前置initdriver开始...'
'2019-12-18 14:37:56,467-INFO-3148-init_driver-21-前置initdriver结束...'
'2019-12-18 14:37:56,468-INFO-3148-init_login-31-前置init_login开始...'
'2019-12-18 14:37:57,792-INFO-3148-input_text-73-登录页面输入用户名输入文字18684720553开始...'
'2019-12-18 14:37:57,796-INFO-3148-wait_until_visible-38-等待登录页面输入用户名元素可见，耗时0.0...'
'2019-12-18 14:37:57,796-INFO-3148-get_ele-56-获取元素登录页面输入用户名开始...'
'2019-12-18 14:37:57,823-INFO-3148-get_ele-69-获取登录页面输入用户名元素，耗时0.027001619338989258...'
'2019-12-18 14:37:57,997-INFO-3148-input_text-88-获取登录页面输入用户名元素，耗时0.20501184463500977...'
'2019-12-18 14:37:57,997-INFO-3148-input_text-73-登录页面输入密码输入文字python开始...'
'2019-12-18 14:37:58,000-INFO-3148-wait_until_visible-38-等待登录页面输入密码元素可见，耗时0.0...'
'2019-12-18 14:37:58,000-INFO-3148-get_ele-56-获取元素登录页面输入密码开始...'
'2019-12-18 14:37:58,019-INFO-3148-get_ele-69-获取登录页面输入密码元素，耗时0.018001079559326172...'
'2019-12-18 14:37:58,099-INFO-3148-input_text-88-获取登录页面输入密码元素，耗时0.1020057201385498...'
'2019-12-18 14:37:58,099-INFO-3148-ele_click-91-点击元素点击登录按钮开始...'
'2019-12-18 14:37:58,102-INFO-3148-wait_until_visible-38-等待点击登录按钮元素可见，耗时0.0...'
'2019-12-18 14:37:58,102-INFO-3148-get_ele-56-获取元素点击登录按钮开始...'
'2019-12-18 14:37:58,123-INFO-3148-get_ele-69-获取点击登录按钮元素，耗时0.021001100540161133...'
'2019-12-18 14:37:58,204-INFO-3148-ele_click-106-点击点击登录按钮元素，耗时0.10500574111938477...'
'2019-12-18 14:37:58,204-INFO-3148-init_login-33-后置init_login结束...'
'2019-12-18 14:38:00,229-INFO-3148-get_text-110-获取获取首页的标的余额元素txt开始...'
'2019-12-18 14:38:00,232-INFO-3148-wait_until_visible-38-等待获取首页的标的余额元素可见，耗时0.0...'
'2019-12-18 14:38:00,232-INFO-3148-get_ele-56-获取元素获取首页的标的余额开始...'
'2019-12-18 14:38:20,487-INFO-3148-get_ele-69-获取获取首页的标的余额元素，耗时20.25415873527527...'
'2019-12-18 14:38:20,526-INFO-3148-get_text-125-获取获取首页的标的余额元素text，耗时20.297160863876343...'
'2019-12-18 14:38:20,527-INFO-3148-ele_click-91-点击元素首页点击抢投标按钮开始...'
'2019-12-18 14:38:20,529-INFO-3148-wait_until_visible-38-等待首页点击抢投标按钮元素可见，耗时0.0...'
'2019-12-18 14:38:20,530-INFO-3148-get_ele-56-获取元素首页点击抢投标按钮开始...'
'2019-12-18 14:38:20,547-INFO-3148-get_ele-69-获取首页点击抢投标按钮元素，耗时0.017000913619995117...'
'2019-12-18 14:38:43,715-INFO-3148-ele_click-106-点击首页点击抢投标按钮元素，耗时23.188326597213745...'
'2019-12-18 14:38:43,716-INFO-3148-get_attr-130-获取投资页面获取用户余额元素data-amount参数开始...'
'2019-12-18 14:38:43,718-INFO-3148-wait_until_exist-53-等待投资页面获取用户余额元素存在，耗时0.0...'
'2019-12-18 14:38:43,718-INFO-3148-get_ele-56-获取元素投资页面获取用户余额开始...'
'2019-12-18 14:38:43,741-INFO-3148-get_ele-69-获取投资页面获取用户余额元素，耗时0.022001028060913086...'
'2019-12-18 14:38:43,753-INFO-3148-get_attr-144-获取投资页面获取用户余额元素值为152382594.59耗时0.037001848220825195...'
'2019-12-18 14:38:43,753-INFO-3148-input_text-73-输入投资金额框输入文字500开始...'
'2019-12-18 14:38:43,755-INFO-3148-wait_until_visible-38-等待输入投资金额框元素可见，耗时0.0...'
'2019-12-18 14:38:43,756-INFO-3148-get_ele-56-获取元素输入投资金额框开始...'
'2019-12-18 14:38:43,768-INFO-3148-get_ele-69-获取输入投资金额框元素，耗时0.012000560760498047...'
'2019-12-18 14:38:43,848-INFO-3148-input_text-88-获取输入投资金额框元素，耗时0.09400558471679688...'
'2019-12-18 14:38:43,848-INFO-3148-ele_click-91-点击元素点击投标按钮开始...'
'2019-12-18 14:38:43,851-INFO-3148-wait_until_visible-38-等待点击投标按钮元素可见，耗时0.0...'
'2019-12-18 14:38:43,851-INFO-3148-get_ele-56-获取元素点击投标按钮开始...'
'2019-12-18 14:38:43,876-INFO-3148-get_ele-69-获取点击投标按钮元素，耗时0.02500152587890625...'
'2019-12-18 14:38:43,961-ERROR-3148-ele_click-100-Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 97, in ele_click
    ele.click()
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webelement.py", line 80, in click
    self._execute(Command.CLICK_ELEMENT)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webelement.py", line 633, in _execute
    return self._parent.execute(command, params)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.ElementClickInterceptedException: Message: element click intercepted: Element <button disabled="" class="btn btn-special height_style">...</button> is not clickable at point (1415, 744). Other element would receive the click: <div class="pd-right">...</div>
  (Session info: chrome=79.0.3945.79)

'
'2019-12-18 14:38:43,961-INFO-3148-screenshot_save-218-保存截图点击投标按钮2019-12-18_14H-38M-43S.png...'
'2019-12-18 14:38:44,491-INFO-3148-init_driver-24-后置initdriver开始...'
'2019-12-18 14:38:44,491-INFO-3148-init_driver-27-后置initdriver结束...'
'2019-12-18 14:38:44,492-INFO-3148-build_bid-28-session级别前置build_bid结束...'
'2019-12-18 14:38:44,511-INFO-3148-build_bid-19-session级别前置build_bid开始...'
'2019-12-18 14:38:48,024-INFO-3148-input_text-73-后台输入用户名输入文字lemon7开始...'
'2019-12-18 14:38:48,027-INFO-3148-wait_until_visible-38-等待后台输入用户名元素可见，耗时0.0...'
'2019-12-18 14:38:48,028-INFO-3148-get_ele-56-获取元素后台输入用户名开始...'
'2019-12-18 14:38:48,048-INFO-3148-get_ele-69-获取后台输入用户名元素，耗时0.02000117301940918...'
'2019-12-18 14:38:48,156-INFO-3148-input_text-88-获取后台输入用户名元素，耗时0.13200736045837402...'
'2019-12-18 14:38:48,156-INFO-3148-input_text-73-后台输入密码输入文字lemonbest开始...'
'2019-12-18 14:38:48,159-INFO-3148-wait_until_visible-38-等待后台输入密码元素可见，耗时0.0...'
'2019-12-18 14:38:48,159-INFO-3148-get_ele-56-获取元素后台输入密码开始...'
'2019-12-18 14:38:48,183-INFO-3148-get_ele-69-获取后台输入密码元素，耗时0.024001121520996094...'
'2019-12-18 14:38:48,282-INFO-3148-input_text-88-获取后台输入密码元素，耗时0.1260073184967041...'
'2019-12-18 14:38:48,282-INFO-3148-input_text-73-后台输入万能验证码输入文字hapi开始...'
'2019-12-18 14:38:48,285-INFO-3148-wait_until_visible-38-等待后台输入万能验证码元素可见，耗时0.0...'
'2019-12-18 14:38:48,286-INFO-3148-get_ele-56-获取元素后台输入万能验证码开始...'
'2019-12-18 14:38:48,304-INFO-3148-get_ele-69-获取后台输入万能验证码元素，耗时0.01800084114074707...'
'2019-12-18 14:38:48,369-INFO-3148-input_text-88-获取后台输入万能验证码元素，耗时0.0870048999786377...'
'2019-12-18 14:38:48,369-INFO-3148-ele_click-91-点击元素点击后台登录按钮开始...'
'2019-12-18 14:38:48,373-INFO-3148-wait_until_visible-38-等待点击后台登录按钮元素可见，耗时0.0...'
'2019-12-18 14:38:48,373-INFO-3148-get_ele-56-获取元素点击后台登录按钮开始...'
'2019-12-18 14:38:48,390-INFO-3148-get_ele-69-获取点击后台登录按钮元素，耗时0.017000913619995117...'
'2019-12-18 14:38:48,447-INFO-3148-ele_click-106-点击点击后台登录按钮元素，耗时0.07700419425964355...'
'2019-12-18 14:38:48,447-INFO-3148-ele_click-91-点击元素点击贷款管理开始...'
'2019-12-18 14:38:48,450-INFO-3148-wait_until_visible-38-等待点击贷款管理元素可见，耗时0.0...'
'2019-12-18 14:38:48,451-INFO-3148-get_ele-56-获取元素点击贷款管理开始...'
'2019-12-18 14:38:49,453-INFO-3148-get_ele-69-获取点击贷款管理元素，耗时1.0020573139190674...'
'2019-12-18 14:38:49,562-INFO-3148-ele_click-106-点击点击贷款管理元素，耗时1.1140637397766113...'
'2019-12-18 14:38:49,562-INFO-3148-switch_to_iframe-176-切换iframe切换iframe开始...'
'2019-12-18 14:38:49,565-INFO-3148-wait_until_exist-53-等待切换iframe元素存在，耗时0.0...'
'2019-12-18 14:38:49,565-INFO-3148-get_ele-56-获取元素切换iframe开始...'
'2019-12-18 14:38:49,583-INFO-3148-get_ele-69-获取切换iframe元素，耗时0.017000913619995117...'
'2019-12-18 14:38:49,613-INFO-3148-switch_to_iframe-190-切换iframe切换iframe结束，耗时0.05100274085998535...'
'2019-12-18 14:38:51,614-INFO-3148-ele_click-91-点击元素点击加标按钮开始...'
'2019-12-18 14:38:51,617-INFO-3148-wait_until_visible-38-等待点击加标按钮元素可见，耗时0.0...'
'2019-12-18 14:38:51,617-INFO-3148-get_ele-56-获取元素点击加标按钮开始...'
'2019-12-18 14:38:51,639-INFO-3148-get_ele-69-获取点击加标按钮元素，耗时0.022001266479492188...'
'2019-12-18 14:38:51,787-INFO-3148-ele_click-106-点击点击加标按钮元素，耗时0.17300987243652344...'
'2019-12-18 14:38:51,787-INFO-3148-input_text-73-输入借款人手机号输入文字13323234545开始...'
'2019-12-18 14:38:51,791-INFO-3148-wait_until_visible-38-等待输入借款人手机号元素可见，耗时0.0...'
'2019-12-18 14:38:51,791-INFO-3148-get_ele-56-获取元素输入借款人手机号开始...'
'2019-12-18 14:38:52,339-INFO-3148-get_ele-69-获取输入借款人手机号元素，耗时0.5480313301086426...'
'2019-12-18 14:38:52,519-INFO-3148-input_text-88-获取输入借款人手机号元素，耗时0.7320420742034912...'
'2019-12-18 14:38:53,019-INFO-3148-ele_click-91-点击元素选择借款人开始...'
'2019-12-18 14:38:53,022-INFO-3148-wait_until_visible-38-等待选择借款人元素可见，耗时0.0...'
'2019-12-18 14:38:53,023-INFO-3148-get_ele-56-获取元素选择借款人开始...'
'2019-12-18 14:38:53,052-INFO-3148-get_ele-69-获取选择借款人元素，耗时0.029001235961914062...'
'2019-12-18 14:38:53,193-INFO-3148-ele_click-106-点击选择借款人元素，耗时0.1740097999572754...'
'2019-12-18 14:38:53,193-INFO-3148-input_text-73-输入标的名称输入文字倪振山52开始...'
'2019-12-18 14:38:53,196-INFO-3148-wait_until_visible-38-等待输入标的名称元素可见，耗时0.0...'
'2019-12-18 14:38:53,197-INFO-3148-get_ele-56-获取元素输入标的名称开始...'
'2019-12-18 14:38:53,215-INFO-3148-get_ele-69-获取输入标的名称元素，耗时0.018001079559326172...'
'2019-12-18 14:38:53,326-INFO-3148-input_text-88-获取输入标的名称元素，耗时0.13300776481628418...'
'2019-12-18 14:38:53,326-INFO-3148-input_text-73-输入利率/月输入文字10开始...'
'2019-12-18 14:38:53,330-INFO-3148-wait_until_visible-38-等待输入利率/月元素可见，耗时0.0...'
'2019-12-18 14:38:53,330-INFO-3148-get_ele-56-获取元素输入利率/月开始...'
'2019-12-18 14:38:53,348-INFO-3148-get_ele-69-获取输入利率/月元素，耗时0.01800084114074707...'
'2019-12-18 14:38:53,432-INFO-3148-input_text-88-获取输入利率/月元素，耗时0.10600590705871582...'
'2019-12-18 14:38:53,432-INFO-3148-input_text-73-输入期限输入文字1开始...'
'2019-12-18 14:38:53,435-INFO-3148-wait_until_visible-38-等待输入期限元素可见，耗时0.0...'
'2019-12-18 14:38:53,435-INFO-3148-get_ele-56-获取元素输入期限开始...'
'2019-12-18 14:38:53,455-INFO-3148-get_ele-69-获取输入期限元素，耗时0.020000934600830078...'
'2019-12-18 14:38:53,540-INFO-3148-input_text-88-获取输入期限元素，耗时0.10800623893737793...'
'2019-12-18 14:38:53,540-INFO-3148-input_text-73-输入贷款金额输入文字100000开始...'
'2019-12-18 14:38:53,543-INFO-3148-wait_until_visible-38-等待输入贷款金额元素可见，耗时0.0...'
