'2019-12-19 09:08:00,815-INFO-17340-build_bid-19-session级别前置build_bid开始...'
'2019-12-19 09:08:16,639-INFO-17340-get_ele-69-获取点击加标按钮元素，耗时0.01800084114074707...'
'2019-12-19 09:08:16,771-INFO-17340-ele_click-106-点击点击加标按钮元素，耗时0.1520087718963623...'
'2019-12-19 09:08:16,771-INFO-17340-input_text-73-输入借款人手机号输入文字13323234545开始...'
'2019-12-19 09:08:16,774-INFO-17340-wait_until_visible-38-等待输入借款人手机号元素可见，耗时0.0...'
'2019-12-19 09:08:16,774-INFO-17340-get_ele-56-获取元素输入借款人手机号开始...'
'2019-12-19 09:08:17,413-INFO-17340-get_ele-69-获取输入借款人手机号元素，耗时0.6380364894866943...'
'2019-12-19 09:08:17,729-INFO-17340-input_text-88-获取输入借款人手机号元素，耗时0.958054780960083...'
'2019-12-19 09:08:18,229-INFO-17340-ele_click-91-点击元素选择借款人开始...'
'2019-12-19 09:08:18,232-INFO-17340-wait_until_visible-38-等待选择借款人元素可见，耗时0.0...'
'2019-12-19 09:08:18,232-INFO-17340-get_ele-56-获取元素选择借款人开始...'
'2019-12-19 09:08:18,250-INFO-17340-get_ele-69-获取选择借款人元素，耗时0.018001079559326172...'
'2019-12-19 09:08:18,378-INFO-17340-ele_click-106-点击选择借款人元素，耗时0.14900875091552734...'
'2019-12-19 09:08:18,378-INFO-17340-input_text-73-输入标的名称输入文字里震秀43开始...'
'2019-12-19 09:08:18,382-INFO-17340-wait_until_visible-38-等待输入标的名称元素可见，耗时0.0...'
'2019-12-19 09:08:18,382-INFO-17340-get_ele-56-获取元素输入标的名称开始...'
'2019-12-19 09:08:18,405-INFO-17340-get_ele-69-获取输入标的名称元素，耗时0.023001432418823242...'
'2019-12-19 09:08:18,517-INFO-17340-input_text-88-获取输入标的名称元素，耗时0.1390078067779541...'
'2019-12-19 09:08:18,517-INFO-17340-input_text-73-输入利率/月输入文字10开始...'
'2019-12-19 09:08:18,520-INFO-17340-wait_until_visible-38-等待输入利率/月元素可见，耗时0.0...'
'2019-12-19 09:08:18,520-INFO-17340-get_ele-56-获取元素输入利率/月开始...'
'2019-12-19 09:08:18,539-INFO-17340-get_ele-69-获取输入利率/月元素，耗时0.019001007080078125...'
'2019-12-19 09:08:18,618-INFO-17340-input_text-88-获取输入利率/月元素，耗时0.10100579261779785...'
'2019-12-19 09:08:18,618-INFO-17340-input_text-73-输入期限输入文字1开始...'
'2019-12-19 09:08:18,621-INFO-17340-wait_until_visible-38-等待输入期限元素可见，耗时0.0...'
'2019-12-19 09:08:18,621-INFO-17340-get_ele-56-获取元素输入期限开始...'
'2019-12-19 09:08:18,638-INFO-17340-get_ele-69-获取输入期限元素，耗时0.017000675201416016...'
'2019-12-19 09:08:18,709-INFO-17340-input_text-88-获取输入期限元素，耗时0.09100508689880371...'
'2019-12-19 09:08:18,709-INFO-17340-input_text-73-输入贷款金额输入文字100000开始...'
'2019-12-19 09:08:18,712-INFO-17340-wait_until_visible-38-等待输入贷款金额元素可见，耗时0.0...'
'2019-12-19 09:08:18,712-INFO-17340-get_ele-56-获取元素输入贷款金额开始...'
'2019-12-19 09:08:18,728-INFO-17340-get_ele-69-获取输入贷款金额元素，耗时0.016000747680664062...'
'2019-12-19 09:08:18,832-INFO-17340-input_text-88-获取输入贷款金额元素，耗时0.12300705909729004...'
'2019-12-19 09:08:18,833-INFO-17340-input_text-73-输入竞标时长/天输入文字30开始...'
'2019-12-19 09:08:18,836-INFO-17340-wait_until_visible-38-等待输入竞标时长/天元素可见，耗时0.0...'
'2019-12-19 09:08:18,836-INFO-17340-get_ele-56-获取元素输入竞标时长/天开始...'
'2019-12-19 09:08:18,854-INFO-17340-get_ele-69-获取输入竞标时长/天元素，耗时0.018001317977905273...'
'2019-12-19 09:08:18,931-INFO-17340-input_text-88-获取输入竞标时长/天元素，耗时0.09800553321838379...'
'2019-12-19 09:08:18,931-INFO-17340-ele_click-91-点击元素点击风险测评按钮开始...'
'2019-12-19 09:08:18,934-INFO-17340-wait_until_visible-38-等待点击风险测评按钮元素可见，耗时0.0...'
'2019-12-19 09:08:18,934-INFO-17340-get_ele-56-获取元素点击风险测评按钮开始...'
'2019-12-19 09:08:18,951-INFO-17340-get_ele-69-获取点击风险测评按钮元素，耗时0.017000913619995117...'
'2019-12-19 09:08:19,060-INFO-17340-ele_click-106-点击点击风险测评按钮元素，耗时0.12900733947753906...'
'2019-12-19 09:08:19,060-INFO-17340-input_text-73-输入评估价值为1输入文字1开始...'
'2019-12-19 09:08:19,063-INFO-17340-wait_until_visible-38-等待输入评估价值为1元素可见，耗时0.0...'
'2019-12-19 09:08:19,064-INFO-17340-get_ele-56-获取元素输入评估价值为1开始...'
'2019-12-19 09:08:19,083-INFO-17340-get_ele-69-获取输入评估价值为1元素，耗时0.019001245498657227...'
'2019-12-19 09:08:19,158-INFO-17340-input_text-88-获取输入评估价值为1元素，耗时0.09800577163696289...'
'2019-12-19 09:08:19,159-INFO-17340-ele_click-91-点击元素项目录入页签点击开始...'
'2019-12-19 09:08:19,162-INFO-17340-wait_until_visible-38-等待项目录入页签点击元素可见，耗时0.0...'
'2019-12-19 09:08:19,162-INFO-17340-get_ele-56-获取元素项目录入页签点击开始...'
'2019-12-19 09:08:19,180-INFO-17340-get_ele-69-获取项目录入页签点击元素，耗时0.01800084114074707...'
'2019-12-19 09:08:19,309-INFO-17340-ele_click-106-点击项目录入页签点击元素，耗时0.1500086784362793...'
'2019-12-19 09:08:19,310-INFO-17340-input_text-73-输入籍贯输入文字中国开始...'
'2019-12-19 09:08:19,313-INFO-17340-wait_until_visible-38-等待输入籍贯元素可见，耗时0.0...'
'2019-12-19 09:08:19,313-INFO-17340-get_ele-56-获取元素输入籍贯开始...'
'2019-12-19 09:08:19,331-INFO-17340-get_ele-69-获取输入籍贯元素，耗时0.018001079559326172...'
'2019-12-19 09:08:19,407-INFO-17340-input_text-88-获取输入籍贯元素，耗时0.09700560569763184...'
'2019-12-19 09:08:19,407-INFO-17340-input_text-73-输入职业输入文字老赖开始...'
'2019-12-19 09:08:19,411-INFO-17340-wait_until_visible-38-等待输入职业元素可见，耗时0.0...'
'2019-12-19 09:08:19,411-INFO-17340-get_ele-56-获取元素输入职业开始...'
'2019-12-19 09:08:19,427-INFO-17340-get_ele-69-获取输入职业元素，耗时0.016000986099243164...'
'2019-12-19 09:08:19,507-INFO-17340-input_text-88-获取输入职业元素，耗时0.1000056266784668...'
'2019-12-19 09:08:19,507-INFO-17340-input_text-73-输入年龄输入文字18开始...'
'2019-12-19 09:08:19,510-INFO-17340-wait_until_visible-38-等待输入年龄元素可见，耗时0.0...'
'2019-12-19 09:08:19,510-INFO-17340-get_ele-56-获取元素输入年龄开始...'
'2019-12-19 09:08:19,528-INFO-17340-get_ele-69-获取输入年龄元素，耗时0.018001079559326172...'
'2019-12-19 09:08:19,611-INFO-17340-input_text-88-获取输入年龄元素，耗时0.10400581359863281...'
'2019-12-19 09:08:19,612-INFO-17340-ele_click-91-点击元素提交新建标的开始...'
'2019-12-19 09:08:19,615-INFO-17340-wait_until_visible-38-等待提交新建标的元素可见，耗时0.0...'
'2019-12-19 09:08:19,615-INFO-17340-get_ele-56-获取元素提交新建标的开始...'
'2019-12-19 09:08:19,633-INFO-17340-get_ele-69-获取提交新建标的元素，耗时0.01800084114074707...'
'2019-12-19 09:08:19,812-INFO-17340-ele_click-106-点击提交新建标的元素，耗时0.2000112533569336...'
'2019-12-19 09:08:21,813-INFO-17340-ele_click-91-点击元素点击最新一条标的开始...'
'2019-12-19 09:08:21,816-INFO-17340-wait_until_visible-38-等待点击最新一条标的元素可见，耗时0.0...'
'2019-12-19 09:08:21,816-INFO-17340-get_ele-56-获取元素点击最新一条标的开始...'
'2019-12-19 09:08:21,834-INFO-17340-get_ele-69-获取点击最新一条标的元素，耗时0.018001079559326172...'
'2019-12-19 09:08:21,949-INFO-17340-ele_click-106-点击点击最新一条标的元素，耗时0.13600802421569824...'
'2019-12-19 09:08:21,949-INFO-17340-ele_click-91-点击元素点击审核开始...'
'2019-12-19 09:08:21,952-INFO-17340-wait_until_visible-38-等待点击审核元素可见，耗时0.0...'
'2019-12-19 09:08:21,952-INFO-17340-get_ele-56-获取元素点击审核开始...'
'2019-12-19 09:08:21,971-INFO-17340-get_ele-69-获取点击审核元素，耗时0.019001007080078125...'
'2019-12-19 09:08:22,085-INFO-17340-ele_click-106-点击点击审核元素，耗时0.13600754737854004...'
'2019-12-19 09:08:22,085-INFO-17340-ele_click-91-点击元素审核通过开始...'
'2019-12-19 09:08:22,088-INFO-17340-wait_until_visible-38-等待审核通过元素可见，耗时0.0...'
'2019-12-19 09:08:22,089-INFO-17340-get_ele-56-获取元素审核通过开始...'
'2019-12-19 09:08:22,572-INFO-17340-get_ele-69-获取审核通过元素，耗时0.48302793502807617...'
'2019-12-19 09:08:22,709-INFO-17340-ele_click-106-点击审核通过元素，耗时0.6230356693267822...'
'2019-12-19 09:08:24,709-INFO-17340-ele_click-91-点击元素点击最新一条标的开始...'
'2019-12-19 09:08:24,712-INFO-17340-wait_until_visible-38-等待点击最新一条标的元素可见，耗时0.0...'
'2019-12-19 09:08:24,712-INFO-17340-get_ele-56-获取元素点击最新一条标的开始...'
'2019-12-19 09:08:24,729-INFO-17340-get_ele-69-获取点击最新一条标的元素，耗时0.01700115203857422...'
'2019-12-19 09:08:24,849-INFO-17340-ele_click-106-点击点击最新一条标的元素，耗时0.14000797271728516...'
'2019-12-19 09:08:24,849-INFO-17340-ele_click-91-点击元素点击审核开始...'
'2019-12-19 09:08:24,853-INFO-17340-wait_until_visible-38-等待点击审核元素可见，耗时0.0...'
'2019-12-19 09:08:24,853-INFO-17340-get_ele-56-获取元素点击审核开始...'
'2019-12-19 09:08:24,868-INFO-17340-get_ele-69-获取点击审核元素，耗时0.015000581741333008...'
'2019-12-19 09:08:25,049-INFO-17340-ele_click-106-点击点击审核元素，耗时0.19901132583618164...'
'2019-12-19 09:08:25,049-INFO-17340-ele_click-91-点击元素审核通过开始...'
'2019-12-19 09:08:25,053-INFO-17340-wait_until_visible-38-等待审核通过元素可见，耗时0.0...'
'2019-12-19 09:08:25,053-INFO-17340-get_ele-56-获取元素审核通过开始...'
'2019-12-19 09:08:25,634-INFO-17340-get_ele-69-获取审核通过元素，耗时0.5810332298278809...'
'2019-12-19 09:08:25,759-INFO-17340-ele_click-106-点击审核通过元素，耗时0.7100405693054199...'
'2019-12-19 09:08:27,759-INFO-17340-ele_click-91-点击元素点击最新一条标的开始...'
'2019-12-19 09:08:27,762-INFO-17340-wait_until_visible-38-等待点击最新一条标的元素可见，耗时0.0...'
'2019-12-19 09:08:27,762-INFO-17340-get_ele-56-获取元素点击最新一条标的开始...'
'2019-12-19 09:08:31,799-ERROR-17340-get_ele-62-Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 59, in get_ele
    ele = self.driver.find_element(*ele_loc)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 978, in find_element
    'value': value})['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.WebDriverException: Message: chrome not reachable
  (Session info: chrome=79.0.3945.79)

'
'2019-12-19 09:08:31,799-INFO-17340-screenshot_save-218-保存截图点击最新一条标的2019-12-19_09H-08M-31S.png...'
'2019-12-19 09:08:37,807-ERROR-17340-screenshot_save-222-保存截图点击最新一条标的2019-12-19_09H-08M-31S.png报错...'
Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 59, in get_ele
    ele = self.driver.find_element(*ele_loc)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 978, in find_element
    'value': value})['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.WebDriverException: Message: chrome not reachable
  (Session info: chrome=79.0.3945.79)


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 219, in screenshot_save
    self.driver.save_screenshot(img_file_path)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1055, in save_screenshot
    return self.get_screenshot_as_file(filename)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1032, in get_screenshot_as_file
    png = self.get_screenshot_as_png()
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1064, in get_screenshot_as_png
    return base64.b64decode(self.get_screenshot_as_base64().encode('ascii'))
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1074, in get_screenshot_as_base64
    return self.execute(Command.SCREENSHOT)['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.WebDriverException: Message: chrome not reachable
  (Session info: chrome=79.0.3945.79)

'2019-12-19 09:08:38,010-INFO-17340-build_bid-19-session级别前置build_bid开始...'
'2019-12-19 09:08:41,232-INFO-17340-input_text-73-后台输入用户名输入文字lemon7开始...'
'2019-12-19 09:08:41,236-INFO-17340-wait_until_visible-38-等待后台输入用户名元素可见，耗时0.0...'
'2019-12-19 09:08:41,236-INFO-17340-get_ele-56-获取元素后台输入用户名开始...'
'2019-12-19 09:08:41,266-INFO-17340-get_ele-69-获取后台输入用户名元素，耗时0.03000164031982422...'
'2019-12-19 09:08:41,358-INFO-17340-input_text-88-获取后台输入用户名元素，耗时0.1260073184967041...'
'2019-12-19 09:08:41,358-INFO-17340-input_text-73-后台输入密码输入文字lemonbest开始...'
'2019-12-19 09:08:41,361-INFO-17340-wait_until_visible-38-等待后台输入密码元素可见，耗时0.0...'
'2019-12-19 09:08:41,361-INFO-17340-get_ele-56-获取元素后台输入密码开始...'
'2019-12-19 09:08:41,377-INFO-17340-get_ele-69-获取后台输入密码元素，耗时0.01500082015991211...'
'2019-12-19 09:08:41,442-INFO-17340-input_text-88-获取后台输入密码元素，耗时0.08400487899780273...'
'2019-12-19 09:08:41,442-INFO-17340-input_text-73-后台输入万能验证码输入文字hapi开始...'
'2019-12-19 09:08:41,445-INFO-17340-wait_until_visible-38-等待后台输入万能验证码元素可见，耗时0.0...'
'2019-12-19 09:08:41,446-INFO-17340-get_ele-56-获取元素后台输入万能验证码开始...'
'2019-12-19 09:08:41,462-INFO-17340-get_ele-69-获取后台输入万能验证码元素，耗时0.016000747680664062...'
'2019-12-19 09:08:41,522-INFO-17340-input_text-88-获取后台输入万能验证码元素，耗时0.08000469207763672...'
'2019-12-19 09:08:41,522-INFO-17340-ele_click-91-点击元素点击后台登录按钮开始...'
'2019-12-19 09:08:41,525-INFO-17340-wait_until_visible-38-等待点击后台登录按钮元素可见，耗时0.0...'
'2019-12-19 09:08:41,525-INFO-17340-get_ele-56-获取元素点击后台登录按钮开始...'
'2019-12-19 09:08:41,542-INFO-17340-get_ele-69-获取点击后台登录按钮元素，耗时0.017000913619995117...'
'2019-12-19 09:08:41,596-INFO-17340-ele_click-106-点击点击后台登录按钮元素，耗时0.0740041732788086...'
'2019-12-19 09:08:41,596-INFO-17340-ele_click-91-点击元素点击贷款管理开始...'
'2019-12-19 09:08:41,599-INFO-17340-wait_until_visible-38-等待点击贷款管理元素可见，耗时0.0...'
'2019-12-19 09:08:41,599-INFO-17340-get_ele-56-获取元素点击贷款管理开始...'
'2019-12-19 09:08:42,542-INFO-17340-get_ele-69-获取点击贷款管理元素，耗时0.94305419921875...'
'2019-12-19 09:08:42,631-INFO-17340-ele_click-106-点击点击贷款管理元素，耗时1.0350592136383057...'
'2019-12-19 09:08:42,631-INFO-17340-switch_to_iframe-176-切换iframe切换iframe开始...'
'2019-12-19 09:08:42,634-INFO-17340-wait_until_exist-53-等待切换iframe元素存在，耗时0.0...'
'2019-12-19 09:08:42,635-INFO-17340-get_ele-56-获取元素切换iframe开始...'
'2019-12-19 09:08:42,652-INFO-17340-get_ele-69-获取切换iframe元素，耗时0.01700115203857422...'
'2019-12-19 09:08:42,683-INFO-17340-switch_to_iframe-190-切换iframe切换iframe结束，耗时0.052002906799316406...'
'2019-12-19 09:08:44,684-INFO-17340-ele_click-91-点击元素点击加标按钮开始...'
'2019-12-19 09:08:44,687-INFO-17340-wait_until_visible-38-等待点击加标按钮元素可见，耗时0.0...'
'2019-12-19 09:08:44,687-INFO-17340-get_ele-56-获取元素点击加标按钮开始...'
'2019-12-19 09:08:50,698-ERROR-17340-get_ele-62-Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 59, in get_ele
    ele = self.driver.find_element(*ele_loc)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 978, in find_element
    'value': value})['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.WebDriverException: Message: chrome not reachable
  (Session info: chrome=79.0.3945.79)

'
'2019-12-19 09:08:50,699-INFO-17340-screenshot_save-218-保存截图点击加标按钮2019-12-19_09H-08M-50S.png...'
'2019-12-19 09:08:56,708-ERROR-17340-screenshot_save-222-保存截图点击加标按钮2019-12-19_09H-08M-50S.png报错...'
Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 59, in get_ele
    ele = self.driver.find_element(*ele_loc)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 978, in find_element
    'value': value})['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.WebDriverException: Message: chrome not reachable
  (Session info: chrome=79.0.3945.79)


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 219, in screenshot_save
    self.driver.save_screenshot(img_file_path)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1055, in save_screenshot
    return self.get_screenshot_as_file(filename)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1032, in get_screenshot_as_file
    png = self.get_screenshot_as_png()
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1064, in get_screenshot_as_png
    return base64.b64decode(self.get_screenshot_as_base64().encode('ascii'))
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 1074, in get_screenshot_as_base64
    return self.execute(Command.SCREENSHOT)['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.WebDriverException: Message: chrome not reachable
  (Session info: chrome=79.0.3945.79)

'2019-12-19 09:08:56,779-INFO-17340-build_bid-19-session级别前置build_bid开始...'
'2019-12-19 09:09:00,281-INFO-17340-input_text-73-后台输入用户名输入文字lemon7开始...'
'2019-12-19 09:09:00,284-INFO-17340-wait_until_visible-38-等待后台输入用户名元素可见，耗时0.0...'
'2019-12-19 09:09:00,284-INFO-17340-get_ele-56-获取元素后台输入用户名开始...'
'2019-12-19 09:09:00,308-INFO-17340-get_ele-69-获取后台输入用户名元素，耗时0.024001359939575195...'
'2019-12-19 09:09:00,399-INFO-17340-input_text-88-获取后台输入用户名元素，耗时0.11800670623779297...'
'2019-12-19 09:09:00,399-INFO-17340-input_text-73-后台输入密码输入文字lemonbest开始...'
'2019-12-19 09:09:00,402-INFO-17340-wait_until_visible-38-等待后台输入密码元素可见，耗时0.0...'
'2019-12-19 09:09:00,402-INFO-17340-get_ele-56-获取元素后台输入密码开始...'
'2019-12-19 09:09:00,419-INFO-17340-get_ele-69-获取后台输入密码元素，耗时0.01700115203857422...'
'2019-12-19 09:09:00,489-INFO-17340-input_text-88-获取后台输入密码元素，耗时0.09000539779663086...'
'2019-12-19 09:09:00,489-INFO-17340-input_text-73-后台输入万能验证码输入文字hapi开始...'
'2019-12-19 09:09:00,492-INFO-17340-wait_until_visible-38-等待后台输入万能验证码元素可见，耗时0.0...'
'2019-12-19 09:09:00,492-INFO-17340-get_ele-56-获取元素后台输入万能验证码开始...'
'2019-12-19 09:09:00,508-INFO-17340-get_ele-69-获取后台输入万能验证码元素，耗时0.016000986099243164...'
'2019-12-19 09:09:00,578-INFO-17340-input_text-88-获取后台输入万能验证码元素，耗时0.0890049934387207...'
'2019-12-19 09:09:00,578-INFO-17340-ele_click-91-点击元素点击后台登录按钮开始...'
'2019-12-19 09:09:00,581-INFO-17340-wait_until_visible-38-等待点击后台登录按钮元素可见，耗时0.0...'
'2019-12-19 09:09:00,581-INFO-17340-get_ele-56-获取元素点击后台登录按钮开始...'
'2019-12-19 09:09:00,597-INFO-17340-get_ele-69-获取点击后台登录按钮元素，耗时0.01500082015991211...'
'2019-12-19 09:09:00,648-INFO-17340-ele_click-106-点击点击后台登录按钮元素，耗时0.07000398635864258...'
'2019-12-19 09:09:00,648-INFO-17340-ele_click-91-点击元素点击贷款管理开始...'
'2019-12-19 09:09:00,651-INFO-17340-wait_until_visible-38-等待点击贷款管理元素可见，耗时0.0...'
'2019-12-19 09:09:00,652-INFO-17340-get_ele-56-获取元素点击贷款管理开始...'
'2019-12-19 09:09:01,612-INFO-17340-get_ele-69-获取点击贷款管理元素，耗时0.9600551128387451...'
'2019-12-19 09:09:01,652-INFO-17340-ele_click-106-点击点击贷款管理元素，耗时1.0040576457977295...'
'2019-12-19 09:09:01,652-INFO-17340-switch_to_iframe-176-切换iframe切换iframe开始...'
'2019-12-19 09:09:01,655-INFO-17340-wait_until_exist-53-等待切换iframe元素存在，耗时0.0...'
'2019-12-19 09:09:01,655-INFO-17340-get_ele-56-获取元素切换iframe开始...'
'2019-12-19 09:09:01,665-ERROR-17340-get_ele-62-Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 59, in get_ele
    ele = self.driver.find_element(*ele_loc)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 978, in find_element
    'value': value})['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.NoSuchWindowException: Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=79.0.3945.79)

'
'2019-12-19 09:09:01,665-INFO-17340-screenshot_save-218-保存截图切换iframe2019-12-19_09H-09M-01S.png...'
'2019-12-19 09:09:01,670-ERROR-17340-screenshot_save-222-保存截图切换iframe2019-12-19_09H-09M-01S.png报错...'
Traceback (most recent call last):
  File "D:\eclipse\selenium_learn\futurn_loan\common\basepage.py", line 59, in get_ele
    ele = self.driver.find_element(*ele_loc)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 978, in find_element
    'value': value})['value']
  File "D:\python\lib\site-packages\selenium\webdriver\remote\webdriver.py", line 321, in execute
    self.error_handler.check_response(response)
  File "D:\python\lib\site-packages\selenium\webdriver\remote\errorhandler.py", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.NoSuchWindowException: Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=79.0.3945.79)


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
